name,quantity,price,day,bread,hotcake,milk_or_sour_milk,cheese_cottage_cheese,others,week_day_0,week_day_1,week_day_2,week_day_3,week_day_4
Сырок глазир. Золотая ириска 23% 50г.Свитлогорье БЗМЖ,1.0,10.17,24,0,0,0,1,0,0,1,0,0,0
Сырок Картошка творожный 45 г. Ростагро +СЗМЖ,4.0,6.29,24,0,0,0,1,0,0,1,0,0,0
Сырок с ванилью в карамельной глаз. 40г.Три кота БЗМЖ,1.0,5.67,24,0,0,0,1,0,0,1,0,0,0
Сырок с вар.сгущенкой глаз. 16% 40г.Три кота БЗМЖ,2.0,5.68,24,0,0,0,1,0,0,1,0,0,0
Творог 101 зерно клубника 5% 130г.Савушкин,1.0,14.25,24,0,0,0,1,0,0,1,0,0,0
Творог 5% 350г.Обережье Премиум Ярмолпрод БЗМЖ,1.0,18.49,24,0,0,0,1,0,0,1,0,0,0
Творог 5% 400г.Обережье Ярмолпрод БЗМЖ,12.0,17.2,24,0,0,0,1,0,0,1,0,0,0
Творог 9% 400г.Обережье Ярмолпрод БЗМЖ,7.0,18.06,24,0,0,0,1,0,0,1,0,0,0
Творог Божья Коровка 9% 500 г.БЗМЖ,4.0,24.2,24,0,0,0,1,0,0,1,0,0,0
Творог мягкий  4 %  Свитлогорье 400 г,2.0,25.51,24,0,0,0,1,0,0,1,0,0,0
Творог натур. Рассыпчатый Экомилк 5% 180 г.БЗМЖ,1.0,16.02,24,0,0,0,1,0,0,1,0,0,0
Творог обезжиреный 200г.Ярмолпрод БЗМЖ,2.0,12.33,24,0,0,0,1,0,0,1,0,0,0
Творог Фрау Му  9% 450 г.,4.0,21.37,24,0,0,0,1,0,0,1,0,0,0
Творожок Карат с ванилином 10% 100г.,2.0,8.0,24,0,0,0,1,0,0,1,0,0,0
ХБИ Для Тостов Нарезка 450г.Переславский х-д.,2.0,8.09,24,1,0,0,0,0,0,1,0,0,0
ХБИ Заварное Плещеевское 300г.Переславский х-д.,1.0,7.8,24,1,0,0,0,0,0,1,0,0,0
ХБИ с Отрубями Минус Лишний Вес 200г.Переславский х-д.,1.0,7.39,24,1,0,0,0,0,0,1,0,0,0
Хлеб 8 ЗЛАКОВ 200г Хлебозавод№1 +,2.0,3.85,24,1,0,0,0,0,0,1,0,0,0
Хлеб БОРОДИНСКИЙ формовой 350 г. Хлебозавод №1 +,10.0,3.8,24,1,0,0,0,0,0,1,0,0,0
Хлеб ДАРНИЦКИЙ 600 г. Хлебозавод №1 +,25.0,4.2,24,1,0,0,0,0,0,1,0,0,0
Хлеб Дарницкий 650г.Переславский х-д,1.0,6.66,24,1,0,0,0,0,0,1,0,0,0
Хлеб Заварной Губернский Нарезка 300г.Переславский х-д,2.0,7.38,24,1,0,0,0,0,0,1,0,0,0
Хлеб ЗАЛЕССКИЙ 380 г. Хлебозавод №1,3.0,4.98,24,1,0,0,0,0,0,1,0,0,0
Хлеб Здравое Зерно нарезка 300г.Хлебозавод №1,4.0,4.2,24,1,0,0,0,0,0,1,0,0,0
Хлеб КРЕСТЬЯНСКИЙ 380 г. Хлебозавод №1,4.0,5.25,24,1,0,0,0,0,0,1,0,0,0
Хлеб Матнакаш 1шт.380гр,6.0,9.98,24,1,0,0,0,0,0,1,0,0,0
Хлеб по Грузинский Похвала 1шт.370гр.,4.0,9.95,24,1,0,0,0,0,0,1,0,0,0
Хлеб по Грузинский Пури 1шт.370гр.,5.0,10.97,24,1,0,0,0,0,0,1,0,0,0
Хлеб по Грузинский Шоти 1шт.370гр.,5.0,9.97,24,1,0,0,0,0,0,1,0,0,0
Хлеб ПШЕНИЧНЫЙ 300 г. Хлебозавод №1,17.0,2.99,24,1,0,0,0,0,0,1,0,0,0
Хлеб Солодовый 300г.Переславский х-д,1.0,7.03,24,1,0,0,0,0,0,1,0,0,0
"Хлеб СТАРОРУССКИЙ 0,3 кг (нарезка) Хлебозавод №1 +",5.0,8.65,24,1,0,0,0,0,0,1,0,0,0
Хлеб УКРАИНСКИЙ НОВЫЙ 350 г. Хлебозавод №1 +,14.0,3.08,24,1,0,0,0,0,0,1,0,0,0
Хлеб-е изд-е Богатырский 200г.Хлебозавод №1,11.0,3.22,24,1,0,0,0,0,0,1,0,0,0
Чиабатта Классическая 200г.Хлебозавод №1,6.0,5.42,24,1,0,0,0,0,0,1,0,0,0
Шанежки с картофелем и сыром 100г.Орион,3.0,7.0,24,0,1,0,0,0,0,1,0,0,0
Батон ГОРЧИЧНЫЙ 300 г. Хлебозавод №1 +,11.0,3.86,25,1,0,0,0,0,0,0,1,0,0
Батон НАРЕЗНОЙ 400 г. Хлебозавод №1 +,19.0,5.03,25,1,0,0,0,0,0,0,1,0,0
Батон НАРЕЗНОЙ НАРЕЗКА 400 г. Хлебозавод №1 +,8.0,4.76,25,1,0,0,0,0,0,0,1,0,0
Батон СОЛНЕЧНЫЙ  в/с 300г.Хлебозавод №1,8.0,4.37,25,1,0,0,0,0,0,0,1,0,0
Батончик к чаю  в/с 200г.Хлебозавод №1,2.0,3.22,25,1,0,0,0,0,0,0,1,0,0
Батончик к чаю 300г.Орион,3.0,5.97,25,1,0,0,0,0,0,0,1,0,0
Беляш 100гр. Орион,5.0,11.97,25,0,1,0,0,0,0,0,1,0,0
"Бифидок 3,2% 500 г.Ярмолпрод БЗМЖ",1.0,6.57,25,0,0,1,0,0,0,0,1,0,0
Булка Городская  в/с 200г.Хлебозавод №1,5.0,3.78,25,1,0,0,0,0,0,0,1,0,0
Булка Черкизовская 300г.Орион,3.0,6.0,25,1,0,0,0,0,0,0,1,0,0
Ватрушка с творогом 75г.Орион,5.0,5.94,25,0,1,0,0,0,0,0,1,0,0
"Йогурт EPICA вишня-черешня 4,8% 130г. + БЗМЖ",1.0,10.58,25,0,0,1,0,0,0,0,1,0,0
"Йогурт Активиа натур.Лен Черника и 5 злаков 150 г2,9%",1.0,9.62,25,0,0,1,0,0,0,0,1,0,0
"Йогурт Активиа натуральный клубника 2,9 % 150г.  БЗМЖ",2.0,13.86,25,0,0,1,0,0,0,0,1,0,0
Йогурт клубника-малина 1.5% 500 г.Ярмолпрод БЗМЖ,1.0,8.38,25,0,0,1,0,0,0,0,1,0,0
"Йогурт натуральный 1,5% 500 г.Ярмолпрод БЗМЖ +",2.0,8.38,25,0,0,1,0,0,0,0,1,0,0
"Йогурт Нежный питьевой с соком персика 0,1% 285г.",1.0,13.6,25,0,0,1,0,0,0,0,1,0,0
"Йогурт Фруктово-Ягодный яблоко-груша 1,5% 470г.",1.0,6.39,25,0,0,1,0,0,0,0,1,0,0
"Йогурт черника-ежевика 1,5% 500 г.Ярмолпрод БЗМЖ +",3.0,8.36,25,0,0,1,0,0,0,0,1,0,0
"Кефир 3,2 % 500 г.Ярмолпрод БЗМЖ",8.0,7.49,25,0,0,1,0,0,0,0,1,0,0
Кефир 3.2% Обережье 1л.Ярмолпрод БЗМЖ,1.0,9.09,25,0,0,1,0,0,0,0,1,0,0
"Кефир с лактулозой 3,2% 500 г.Ярмолпрод БЗМЖ",4.0,6.41,25,0,0,1,0,0,0,0,1,0,0
"Коктейль Вологоша молочный клубничный 2,4% 470г.ВМК БЗМЖ",2.0,8.37,25,0,0,1,0,0,0,0,1,0,0
"Коктейль Вологоша молочный Пина-Колада  2,4% 470г.ВМК БЗМЖ",1.0,8.37,25,0,0,1,0,0,0,0,1,0,0
"Коктейль Вологоша молочный сливочная ириска 2,5% 470г.ВМК БЗМЖ",2.0,8.37,25,0,0,1,0,0,0,0,1,0,0
"Коктейль Вологоша молочный шоколадный 2,7% 470г.ВМК БЗМЖ",1.0,8.28,25,0,0,1,0,0,0,0,1,0,0
"Коктейль Топтыжка молочный банан 3,2% 200 г.",1.0,7.2,25,0,0,1,0,0,0,0,1,0,0
"Коктейль Топтыжка Молочный карамельная ириска 3,2% 200г. +БЗМЖ",1.0,6.22,25,0,0,1,0,0,0,0,1,0,0
Котлета в тесте запеченая 100г.Орион,2.0,8.94,25,0,1,0,0,0,0,0,1,0,0
Майонез MR RICCO На перепелином яйце 67% 400г. + БЗМЖ,1.0,14.18,25,0,0,0,0,1,0,0,1,0,0
Майонез Багаваравъ Перепелиные яйца 200 мл.,1.0,8.82,25,0,0,0,0,1,0,0,1,0,0
Майонез Махеев Провансаль 67% 380 г.,1.0,17.81,25,0,0,0,0,1,0,0,1,0,0
Майонез Махеев с Перепелиным яйцом  67% 190г.,1.0,10.89,25,0,0,0,0,1,0,0,1,0,0
Майонез РЯБА Оливковый 67 % 233г.,2.0,10.74,25,0,0,0,0,1,0,0,1,0,0
Майонез РЯБА Оливковый 67 % 372г.,3.0,20.19,25,0,0,0,0,1,0,0,1,0,0
Майонез РЯБА Провансаль 67 % 400г.,1.0,21.21,25,0,0,0,0,1,0,0,1,0,0
Майонез РЯБА Провансаль 67% 233г.,2.0,10.5,25,0,0,0,0,1,0,0,1,0,0
Маргарин Хозяюшка Сливочный 60% 250г.,2.0,9.98,25,0,0,0,0,1,0,0,1,0,0
"Масло  крестьянское  сливочное  Обережье 72,5%  180г БЗМЖ",3.0,19.93,25,0,0,0,0,1,0,0,1,0,0
"Масло  Сладко-Сливочное несоленое в/с 82,5% 180г.Дубна",1.0,21.09,25,0,0,0,0,1,0,0,1,0,0
"Масло  Сливочное Традицонное в/с 82,5% 180г.Красный Ромб",1.0,22.79,25,0,0,0,0,1,0,0,1,0,0
Молоко Вологжанка топленое 4% 470г.ВМК БЗМЖ,2.0,5.52,25,0,0,1,0,0,0,0,1,0,0
Молоко отборное Обережье 6% 1л.Ярмолпрод БЗМЖ,6.0,9.65,25,0,0,1,0,0,0,0,1,0,0
"Молоко Российское 2,5% 1 л.Ярмолпрод БЗМЖ",8.0,8.7,25,0,0,1,0,0,0,0,1,0,0
"Молоко Российское 3,2% 1 л.Ярмолпрод БЗМЖ",16.0,6.99,25,0,0,1,0,0,0,0,1,0,0
"Молоко Российское 3,2% 500 г.Ярмолпрод БЗМЖ",3.0,4.88,25,0,0,1,0,0,0,0,1,0,0
Молоко сгущенное Вологда370г,1.0,25.4,25,0,0,1,0,0,0,0,1,0,0
"Молоко сгущенное цельное  с сахаром 8,5 % м/у 270г.БЗМЖ Орловская обл.",1.0,18.26,25,0,0,1,0,0,0,0,1,0,0
Молоко топлёное Обережье 4% 500г.Ярмолпрод БЗМЖ,6.0,7.43,25,0,0,1,0,0,0,0,1,0,0
Напиток Бодрость с соком груши 475г.ВМК БЗМЖ,2.0,5.08,25,0,0,1,0,0,0,0,1,0,0
"Напиток Милки Дримс Ананас 0,5 л.Ярмолпрод БЗМЖ",2.0,6.32,25,0,0,1,0,0,0,0,1,0,0
"Пирог Домашний в асс-те Курага,Изюм,Мак Глазированный 110г.Орион",4.0,8.98,25,0,1,0,0,0,0,0,1,0,0
Пирог жареный с капустой 75г.Орион,5.0,5.98,25,0,1,0,0,0,0,0,1,0,0
Пирог жареный с картошкой 75г.Орион,2.0,5.94,25,0,1,0,0,0,0,0,1,0,0
Пирог жареный с сосиской и картофелем 220г.Орион,2.0,13.0,25,0,1,0,0,0,0,0,1,0,0
Пирог жареный с творогом 75г.Орион,3.0,5.99,25,0,1,0,0,0,0,0,1,0,0
Пирог жареный с яйцом 75г.Орион,4.0,6.0,25,0,1,0,0,0,0,0,1,0,0
Пирог печеный с зеленым луком и яйцом 75г.Орион,7.0,5.99,25,0,1,0,0,0,0,0,1,0,0
Пирог печеный с капустой 75г.Орион,2.0,5.9,25,0,1,0,0,0,0,0,1,0,0
Пирог печеный с яйцом 75г.Орион,3.0,6.0,25,0,1,0,0,0,0,0,1,0,0
Пироженое Kиндер Молочный ломтик 28г БЗМЖ,2.0,10.06,25,0,1,0,0,0,0,0,1,0,0
Пицца 100г.Орион,5.0,8.94,25,0,1,0,0,0,0,0,1,0,0
Плетенка с кунжутом 300г.Орион,2.0,6.98,25,1,0,0,0,0,0,0,1,0,0
Плюшка Московская Новая 200г.Орион,4.0,5.99,25,0,1,0,0,0,0,0,1,0,0
Ряженка 4% 500г.Ярмолпрод БЗМЖ,1.0,6.54,25,0,0,1,0,0,0,0,1,0,0
Сметана 20% 180 г.Обережье Ярмолпрод БЗМЖ,4.0,6.26,25,0,0,0,0,1,0,0,1,0,0
Сметана 20% 320г Обережье.Ярмолпрод БЗМЖ,7.0,11.04,25,0,0,0,0,1,0,0,1,0,0
Сметана Экомилк Сливочная 15% 330 г. +БЗМЖ,3.0,12.16,25,0,0,0,0,1,0,0,1,0,0
Сметана Экомилк Сливочная 20 % 330 г. + БЗМЖ,1.0,13.77,25,0,0,0,0,1,0,0,1,0,0
"Снежок 2,5 % 500 г.Ярмолпрод БЗМЖ",4.0,7.1,25,0,0,1,0,0,0,0,1,0,0
Сосиска в тесте 100г.Орион,8.0,8.93,25,0,1,0,0,0,0,0,1,0,0
Сыр Брест-Литовск Классический 45% 200 г. БЗМЖ,1.0,35.02,25,0,0,0,1,0,0,0,1,0,0
Сыр Малыш 50% 1 кг Вохма б.з.м.ж,0.256,158.91,25,0,0,0,1,0,0,0,1,0,0
Сыр Пармезан де Люкс 1 кг Беларусь Березино БЗМЖ,0.228,148.6,25,0,0,0,1,0,0,0,1,0,0
Сыр Российский пир Жинкина крынка 1 кг. с ЗМЖ Омская обл.,0.59,103.83,25,0,0,0,1,0,0,0,1,0,0
Сыр Тильзитер Лорд пр-д 45% 1 кг.Краснодарский край,0.208,119.38,25,0,0,0,1,0,0,0,1,0,0
Сыр Хохланд с ветчиной плавленый в ломтиках 45 % 150г.БЗМЖ,1.0,18.62,25,0,0,0,1,0,0,0,1,0,0
Сыр Хохланд творожный с зеленью140г. БЗМЖ,1.0,22.21,25,0,0,0,1,0,0,0,1,0,0
Сыр Шоколадный плавленый Карат 230г. БЗМЖ,1.0,24.97,25,0,0,0,1,0,0,0,1,0,0
Сырный продукт Колбасный Янтарный  45% 1 кг.Воронеж.Костицын СЗМЖ,0.262,30.92,25,0,0,0,1,0,0,0,1,0,0
Сырок Белорусский Узор творожный Ваниль 45 г. +БЗМЖ,1.0,6.1,25,0,0,0,1,0,0,0,1,0,0
Сырок гла.с какао 40г.Три кота БЗМЖ,2.0,5.78,25,0,0,0,1,0,0,0,1,0,0
Творог 101 зерно черника 5% 130г.Савушкин,1.0,14.32,25,0,0,0,1,0,0,0,1,0,0
Творог 5% 350г.Обережье Премиум Ярмолпрод БЗМЖ,1.0,18.85,25,0,0,0,1,0,0,0,1,0,0
Творог 5% 400г.Обережье Ярмолпрод БЗМЖ,10.0,17.26,25,0,0,0,1,0,0,0,1,0,0
Творог 9% 400г.Обережье Ярмолпрод БЗМЖ,1.0,18.09,25,0,0,0,1,0,0,0,1,0,0
Творог натур. Рассыпчатый Экомилк 9% 180 г.БЗМЖ,1.0,15.15,25,0,0,0,1,0,0,0,1,0,0
Хлеб 8 ЗЛАКОВ 200г Хлебозавод№1 +,4.0,3.84,25,1,0,0,0,0,0,0,1,0,0
Хлеб БАВАРСКИЙ заварной нарезка 300 г. Хлебозавод №1 +,4.0,5.62,25,1,0,0,0,0,0,0,1,0,0
Хлеб БОРОДИНСКИЙ формовой 350 г. Хлебозавод №1 +,7.0,3.8,25,1,0,0,0,0,0,0,1,0,0
Хлеб Горчичный 450г.Орион,3.0,5.98,25,1,0,0,0,0,0,0,1,0,0
Хлеб ДАРНИЦКИЙ 600 г. Хлебозавод №1 +,11.0,4.21,25,1,0,0,0,0,0,0,1,0,0
Хлеб ЗАЛЕССКИЙ 380 г. Хлебозавод №1,2.0,4.97,25,1,0,0,0,0,0,0,1,0,0
Хлеб Здравое Зерно нарезка 300г.Хлебозавод №1,2.0,4.2,25,1,0,0,0,0,0,0,1,0,0
Хлеб КРЕСТЬЯНСКИЙ 380 г. Хлебозавод №1,1.0,5.3,25,1,0,0,0,0,0,0,1,0,0
Хлеб ПШЕНИЧНЫЙ 300 г. Хлебозавод №1,5.0,2.99,25,1,0,0,0,0,0,0,1,0,0
Хлеб УКРАИНСКИЙ НОВЫЙ 350 г. Хлебозавод №1 +,7.0,3.09,25,1,0,0,0,0,0,0,1,0,0
Хлеб-е изд-е Богатырский 200г.Хлебозавод №1,5.0,3.19,25,1,0,0,0,0,0,0,1,0,0
Чиабатта Классическая 200г.Хлебозавод №1,3.0,5.09,25,1,0,0,0,0,0,0,1,0,0
Шанежки с картофелем и сыром 100г.Орион,5.0,6.99,25,0,1,0,0,0,0,0,1,0,0
Батон ГОРЧИЧНЫЙ 300 г. Хлебозавод №1 +,6.0,3.83,26,1,0,0,0,0,0,0,0,1,0
Батон Горчичный 400г.Переславский х-д.,4.0,8.09,26,1,0,0,0,0,0,0,0,1,0
Батон Луковый 300г.Орион,1.0,6.0,26,1,0,0,0,0,0,0,0,1,0
Батон НАРЕЗНОЙ 400 г. Хлебозавод №1 +,10.0,5.01,26,1,0,0,0,0,0,0,0,1,0
Батон НАРЕЗНОЙ НАРЕЗКА 400 г. Хлебозавод №1 +,8.0,4.78,26,1,0,0,0,0,0,0,0,1,0
"Батон Нарезной новый в нарезке в/с 0,2 кг",3.0,4.74,26,1,0,0,0,0,0,0,0,1,0
Батон СОЛНЕЧНЫЙ  в/с 300г.Хлебозавод №1,6.0,4.36,26,1,0,0,0,0,0,0,0,1,0
Батон Творожный 300г.Переславский х-д.,4.0,6.46,26,1,0,0,0,0,0,0,0,1,0
Батончик к чаю  в/с 200г.Хлебозавод №1,2.0,3.24,26,1,0,0,0,0,0,0,0,1,0
Батончик к чаю 300г.Орион,2.0,6.0,26,1,0,0,0,0,0,0,0,1,0
Беляш 100гр. Орион,5.0,11.94,26,0,1,0,0,0,0,0,0,1,0
Булка Городская  в/с 200г.Хлебозавод №1,3.0,3.78,26,1,0,0,0,0,0,0,0,1,0
Булочка в Дорогу 200г.Переславский х-д.,2.0,4.5,26,1,0,0,0,0,0,0,0,1,0
"Булочка Веснушечка 4 шт/0,05 Переславль",3.0,8.49,26,1,0,0,0,0,0,0,0,1,0
Йогурт клубника-малина 1.5% 500 г.Ярмолпрод БЗМЖ,3.0,8.38,26,0,0,1,0,0,0,0,0,1,0
"Йогурт крем-брюле 1,5% 500 г.Ярмолпрод БЗМЖ+",1.0,8.37,26,0,0,1,0,0,0,0,0,1,0
"Йогурт натуральный 1,5% 500 г.Ярмолпрод БЗМЖ +",1.0,8.36,26,0,0,1,0,0,0,0,0,1,0
"Йогурт Фруктово-Ягодный Клубника-земляника 1,5% 470г.ВМК БЗМЖ",1.0,7.36,26,0,0,1,0,0,0,0,0,1,0
"Йогурт Фруктово-Ягодный яблоко-груша 1,5% 470г.",1.0,6.4,26,0,0,1,0,0,0,0,0,1,0
"Йогурт черника-ежевика 1,5% 500 г.Ярмолпрод БЗМЖ +",1.0,8.36,26,0,0,1,0,0,0,0,0,1,0
"Кефир 3,2 % 500 г.Ярмолпрод БЗМЖ",8.0,7.46,26,0,0,1,0,0,0,0,0,1,0
Кефир 3.2% Обережье 1л.Ярмолпрод БЗМЖ,1.0,9.19,26,0,0,1,0,0,0,0,0,1,0
Кефир Вологжанка 1% 470 г.ВМК БЗМЖ,2.0,5.91,26,0,0,1,0,0,0,0,0,1,0
"Кефир с лактулозой 3,2% 500 г.Ярмолпрод БЗМЖ",3.0,6.34,26,0,0,1,0,0,0,0,0,1,0
"Коктейль Вологоша молочный ванильное мороженое 2,5% 470г.ВМК БЗМЖ",3.0,8.28,26,0,0,1,0,0,0,0,0,1,0
"Коктейль Вологоша молочный клубничный 2,4% 470г.ВМК БЗМЖ",2.0,8.32,26,0,0,1,0,0,0,0,0,1,0
"Коктейль Вологоша молочный сливочная ириска 2,5% 470г.ВМК БЗМЖ",2.0,8.24,26,0,0,1,0,0,0,0,0,1,0
"Коктейль Миньоны Молочный клубника со сливками 3,2% 200г. +БЗМЖ",1.0,7.82,26,0,0,1,0,0,0,0,0,1,0
Котлета в тесте запеченая 100г.Орион,5.0,9.0,26,0,1,0,0,0,0,0,0,1,0
Майонез MR RICCO На перепелином яйце 67% 400г. + БЗМЖ,1.0,14.36,26,0,0,0,0,1,0,0,0,1,0
Майонез МАХЕЕВ  с перепелиным яйцом  770 г.,1.0,26.12,26,0,0,0,0,1,0,0,0,1,0
Майонез Махеев Провансаль 67% 190г.,1.0,12.42,26,0,0,0,0,1,0,0,0,1,0
Майонез Махеев Провансаль 67% 770 мл.,1.0,25.99,26,0,0,0,0,1,0,0,0,1,0
Майонез РЯБА Оливковый 67 % 233г.,1.0,8.87,26,0,0,0,0,1,0,0,0,1,0
Майонез РЯБА Оливковый 67 % 372г.,1.0,21.19,26,0,0,0,0,1,0,0,0,1,0
Майонезный Соус Оливковый Кушать подано 200г.,1.0,5.1,26,0,0,0,0,1,0,0,0,1,0
"Масло  крестьянское  сливочное  Обережье 72,5%  180г БЗМЖ",2.0,19.83,26,0,0,0,0,1,0,0,0,1,0
"Масло  Сладко-Сливочное несоленое в/с 82,5% 180г.Дубна",2.0,21.22,26,0,0,0,0,1,0,0,0,1,0
"Масло БОГОВАРОВО Крестьянское 72,5% 170г. БЗМЖ",2.0,22.92,26,0,0,0,0,1,0,0,0,1,0
"Масло Брест-Литовск Сливочное 82,5% 180г.Беларусь",1.0,28.96,26,0,0,0,0,1,0,0,0,1,0
Масло топленое Домашнее Золотое качество Беларусь 99 % 600 г,1.0,109.9,26,0,0,0,0,1,0,0,0,1,0
"Масло Экомилк Крестьянское сливочное ромб 72,5% 180 г. +",1.0,37.86,26,0,0,0,0,1,0,0,0,1,0
Масса творожная с изюмом Вологжанка 18% 220г.БЗМЖ,2.0,11.26,26,0,0,0,1,0,0,0,0,1,0
"Молоко Вологжанка 2,5 % 500г.ВМК БЗМЖ",2.0,4.8,26,0,0,1,0,0,0,0,0,1,0
"Молоко Вологжанка 2,5% 1л.ВМК БЗМЖ",1.0,7.35,26,0,0,1,0,0,0,0,0,1,0
Молоко отборное Обережье 6% 1л.Ярмолпрод БЗМЖ,8.0,9.6,26,0,0,1,0,0,0,0,0,1,0
"Молоко Пущенские Луга ультра 3,2% 0,9 л. +БЗМЖ",3.0,9.95,26,0,0,1,0,0,0,0,0,1,0
"Молоко Российское 2,5% 1 л.Ярмолпрод БЗМЖ",8.0,8.7,26,0,0,1,0,0,0,0,0,1,0
"Молоко Российское 3,2% 1 л.Ярмолпрод БЗМЖ",18.0,6.99,26,0,0,1,0,0,0,0,0,1,0
"Молоко Российское 3,2% 500 г.Ярмолпрод БЗМЖ",8.0,4.84,26,0,0,1,0,0,0,0,0,1,0
Молоко топлёное Обережье 4% 500г.Ярмолпрод БЗМЖ,2.0,7.45,26,0,0,1,0,0,0,0,0,1,0
"Напиток Милки Дримс Ананас 0,5 л.Ярмолпрод БЗМЖ",1.0,6.32,26,0,0,1,0,0,0,0,0,1,0
"Напиток Милки Дримс вишня-черешня 0,5% 500 г.Ярмолпрод БЗМЖ+",1.0,6.29,26,0,0,1,0,0,0,0,0,1,0
"Обереженка с сахаром 4% 0,5 л.Ярмолпрод БЗМЖ",1.0,4.9,26,0,0,1,0,0,0,0,0,1,0
Пирог жареный с капустой 75г.Орион,5.0,5.98,26,0,1,0,0,0,0,0,0,1,0
Пирог жареный с картошкой 75г.Орион,5.0,6.0,26,0,1,0,0,0,0,0,0,1,0
Пирог жареный с сосиской и картофелем 220г.Орион,1.0,13.0,26,0,1,0,0,0,0,0,0,1,0
Пирог жареный с яйцом 75г.Орион,3.0,5.99,26,0,1,0,0,0,0,0,0,1,0
Пирог печеный с зеленым луком и яйцом 75г.Орион,5.0,5.98,26,0,1,0,0,0,0,0,0,1,0
Пирог печеный с капустой 75г.Орион,5.0,5.98,26,0,1,0,0,0,0,0,0,1,0
Пирог печеный с картошкой 75г.Орион,2.0,6.0,26,0,1,0,0,0,0,0,0,1,0
Пирог печеный с печенью 75г.Орион,2.0,7.0,26,0,1,0,0,0,0,0,0,1,0
Пирог печеный с яйцом 75г.Орион,2.0,5.98,26,0,1,0,0,0,0,0,0,1,0
Пицца 100г.Орион,5.0,8.97,26,0,1,0,0,0,0,0,0,1,0
Плетенка с кунжутом 300г.Орион,3.0,7.0,26,1,0,0,0,0,0,0,0,1,0
Плюшка Московская Новая 200г.Орион,3.0,5.96,26,0,1,0,0,0,0,0,0,1,0
Продукт творожный  18% 1 кг. СЗМЖ Ильинское,0.315,31.78,26,0,0,0,1,0,0,0,0,1,0
Рожок с вареной сгущенкой 40 г. Ростагроэкспорт + СЗМЖ,2.0,6.38,26,0,1,0,0,0,0,0,0,1,0
Ромовая Баба 100г.Орион,1.0,7.92,26,0,1,0,0,0,0,0,0,1,0
Ряженка 4% 500г.Ярмолпрод БЗМЖ,2.0,6.54,26,0,0,1,0,0,0,0,0,1,0
Ряженка Вологжанка 4 % 470г.ВМК БЗМЖ,3.0,7.05,26,0,0,1,0,0,0,0,0,1,0
"Сгущеночка с сахаром 450 г пл/бут. 2,5% Нижнекисляйская МК",1.0,13.22,26,0,0,0,0,1,0,0,0,1,0
"Сгущеночка с сахаром 900 г пл/бут. 2,5% Нижнекисляйская МК",1.0,22.5,26,0,0,0,0,1,0,0,0,1,0
Сливки 10% 500г.Ярмолпрод БЗМЖ,6.0,10.22,26,0,0,1,0,0,0,0,0,1,0
Сливки Кампина порционные 10% 10 г. 1*10шт. +БЗМЖ,1.0,18.73,26,0,0,1,0,0,0,0,0,1,0
Сметана 20% 180 г.Обережье Ярмолпрод БЗМЖ,4.0,6.24,26,0,0,0,0,1,0,0,0,1,0
Сметана 20% 320г Обережье.Ярмолпрод БЗМЖ,2.0,11.07,26,0,0,0,0,1,0,0,0,1,0
Сметана Простоквашино 15% 315 г. + БЗМЖ,1.0,20.32,26,0,0,0,0,1,0,0,0,1,0
Сметана Экомилк Сливочная 15% 330 г. +БЗМЖ,1.0,12.16,26,0,0,0,0,1,0,0,0,1,0
"Снежок 2,5 % 500 г.Ярмолпрод БЗМЖ",7.0,7.07,26,0,0,1,0,0,0,0,0,1,0
Сосиска в тесте 100г.Орион,2.0,8.98,26,0,1,0,0,0,0,0,0,1,0
Соус Майонезный Классический 200г..Кушать Подано,1.0,5.1,26,0,0,0,0,1,0,0,0,1,0
Соус Майонезный Махеев Сырный 200г.,1.0,9.32,26,0,0,0,0,1,0,0,0,1,0
Сыр Брест-Литовск Сливочный 50% 200 г. БЗМЖ,1.0,37.16,26,0,0,0,1,0,0,0,0,1,0
Сыр Бургомастер с аром. Топленого молока 50% 1 кг.Гродно,0.668,29.52,26,0,0,0,1,0,0,0,0,1,0
Сыр Голландский Оригинальный 50% 1 кг. г Данков с ЗМЖ,0.732,89.32,26,0,0,0,1,0,0,0,0,1,0
Сыр Дружба плавленный фольга 90г.Карат + БЗМЖ,5.0,8.99,26,0,0,0,1,0,0,0,0,1,0
Сыр Костромской  45% 1 кг.Мантурово Костромская обл.,0.306,139.61,26,0,0,0,1,0,0,0,0,1,0
Сыр Маленький Король 50% 1 кг Брянск б.з.м.ж,0.31,99.68,26,0,0,0,1,0,0,0,0,1,0
Сыр Пармезан де Люкс 1 кг Беларусь Березино БЗМЖ,0.476,149.58,26,0,0,0,1,0,0,0,0,1,0
Сыр Пошехонский Вохма 1 кг.Костромская обл.,0.194,143.97,26,0,0,0,1,0,0,0,0,1,0
Сыр Хохланд Сливочный плавленный 50 г. БЗМЖ,1.0,6.07,26,0,0,0,1,0,0,0,0,1,0
Сырок Белорусский Узор творожный Ваниль 45 г. +БЗМЖ,4.0,6.1,26,0,0,0,1,0,0,0,0,1,0
Сырок Вкусняша вареная сгущенка 40 г. СЗМЖ,2.0,4.43,26,0,0,0,1,0,0,0,0,1,0
Сырок глазир. Золотая ириска 23% 50г.Свитлогорье БЗМЖ,1.0,10.2,26,0,0,0,1,0,0,0,0,1,0
